  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(17_16)Mean,  d(18_16)Mean,    d(D_H)Mean,      E17_Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(17_16)_SD,   d(18_16)_SD,     d(D_H)_SD,        E17_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
   399,    P-2471,   2024/08/29 22:08:34,           1-09,      59,       -39.249,       -66.997,      -433.210,        -3.426,         19246,       0,    1,                                     M54,                                     STD,                 H2O, 1724969588.92,         0.195,         0.151,         0.346,         0.142,        92.973,         0.000,         0.003,         1.487,       103.494,        14.649,         2.572,       127.013,         1.020,         1.466,        0.0000,        0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   400,    P-2471,   2024/08/29 22:17:50,           1-09,      60,       -39.241,       -66.961,      -433.248,        -3.437,         19237,       0,    1,                                     M54,                                     STD,                 H2O, 1724970145.16,         0.214,         0.171,         0.433,         0.153,        91.980,         0.001,         0.005,         1.470,       103.496,        14.574,         2.565,       126.889,         1.020,         1.424,       -0.0000,        0.0000,    1,        44.375,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   401,    P-2471,   2024/08/29 22:27:05,           1-09,      61,       -39.251,       -66.982,      -433.246,        -3.435,         19157,       0,    1,                                     M54,                                     STD,                 H2O, 1724970695.93,         0.235,         0.175,         0.393,         0.173,        91.990,        -0.000,         0.003,         1.525,       103.043,        14.463,         2.563,       126.452,         1.019,         1.426,       -0.0000,        0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   402,    P-2471,   2024/08/29 22:36:21,           1-09,      62,       -39.229,       -66.977,      -433.331,        -3.416,         19317,       0,    1,                                     M54,                                     STD,                 H2O, 1724971256.24,         0.208,         0.159,         0.355,         0.152,        92.804,         0.000,         0.003,         1.484,       103.997,        14.699,         2.563,       126.980,         1.020,         1.309,        0.0000,       -0.0000,    1,        44.562,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   403,    P-2471,   2024/08/29 22:45:36,           1-09,      63,       -39.179,       -66.932,      -433.313,        -3.389,         19283,       0,    1,                                     M54,                                     STD,                 H2O, 1724971811.31,         0.208,         0.156,         0.327,         0.153,        93.933,         0.000,         0.003,         1.498,       103.939,        14.474,         2.556,       126.588,         1.023,         1.246,       -0.0000,        0.0000,    1,        44.500,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   404,    P-2471,   2024/08/29 22:54:51,           1-09,      64,       -39.236,       -66.958,      -433.244,        -3.434,         19260,       0,    1,                                     M54,                                     STD,                 H2O, 1724972366.60,         0.230,         0.160,         0.406,         0.169,        92.849,         0.000,         0.004,         1.477,       103.651,        14.453,         2.579,       127.165,         1.021,         1.417,       -0.0000,        0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   405,    P-2471,   2024/08/29 23:04:06,           1-09,      65,       -39.230,       -66.944,      -433.288,        -3.435,         19246,       0,    1,                                     M54,                                     STD,                 H2O, 1724972921.17,         0.209,         0.162,         0.440,         0.158,        92.505,         0.001,         0.004,         1.479,       103.574,        14.614,         2.564,       126.632,         1.022,         1.384,       -0.0000,        0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   406,    P-2471,   2024/08/29 23:13:21,           1-09,      66,       -39.194,       -66.959,      -433.389,        -3.389,         19236,       0,    1,                                     M54,                                     STD,                 H2O, 1724973476.56,         0.211,         0.169,         0.400,         0.154,        92.961,         0.000,         0.004,         1.489,       103.598,        14.608,         2.546,       126.298,         1.018,         1.252,       -0.0000,       -0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   407,    P-2471,   2024/08/29 23:22:37,           1-09,      67,       -39.261,       -66.972,      -433.326,        -3.452,         19270,       0,    1,                                     M54,                                     STD,                 H2O, 1724974032.02,         0.210,         0.157,         0.327,         0.155,        93.795,        -0.000,         0.003,         1.508,       103.762,        14.522,         2.571,       126.809,         1.021,         1.324,        0.0000,        0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   408,    P-2471,   2024/08/29 23:31:53,           1-09,      68,       -39.240,       -66.970,      -433.333,        -3.431,         19323,       0,    1,                                     M54,                                     STD,                 H2O, 1724974587.48,         0.207,         0.161,         0.391,         0.151,        93.805,         0.000,         0.004,         1.485,       103.962,        14.718,         2.574,       127.232,         1.022,         1.405,        0.0000,        0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   409,    P-2471,   2024/08/29 23:41:07,           1-09,      69,       -39.285,       -67.017,      -433.356,        -3.451,         19303,       0,    1,                                     M54,                                     STD,                 H2O, 1724975141.94,         0.220,         0.164,         0.350,         0.163,        93.722,         0.000,         0.002,         1.498,       103.834,        14.558,         2.589,       127.733,         1.019,         1.479,       -0.0000,       -0.0000,    1,        44.500,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   410,    P-2471,   2024/08/29 23:50:23,           1-09,      70,       -39.226,       -66.985,      -433.424,        -3.408,         19266,       0,    1,                                     M54,                                     STD,                 H2O, 1724975697.73,         0.189,         0.144,         0.387,         0.146,        93.900,         0.001,         0.004,         1.503,       103.662,        14.565,         2.570,       127.168,         1.020,         1.381,        0.0000,       -0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   411,    P-2471,   2024/08/29 23:59:38,           1-09,      71,       -39.234,       -66.945,      -433.288,        -3.439,         19235,       0,    1,                                     M54,                                     STD,                 H2O, 1724976252.78,         0.225,         0.162,         0.393,         0.168,        92.587,         0.000,         0.003,         1.475,       103.505,        14.432,         2.576,       127.048,         1.020,         1.480,        0.0000,        0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   412,    P-2471,   2024/08/30 00:08:53,           1-09,      72,       -39.248,       -66.977,      -433.391,        -3.435,         19227,       0,    1,                                     M54,                                     STD,                 H2O, 1724976808.17,         0.208,         0.142,         0.317,         0.161,        91.859,        -0.000,         0.002,         1.485,       103.533,        14.519,         2.555,       126.355,         1.021,         1.318,       -0.0000,        0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   413,    P-2471,   2024/08/30 00:18:08,           1-09,      73,       -39.252,       -66.984,      -433.383,        -3.435,         19285,       0,    1,                                     M54,                                     STD,                 H2O, 1724977363.29,         0.194,         0.150,         0.399,         0.145,        93.798,         0.000,         0.005,         1.500,       103.784,        14.528,         2.581,       127.355,         1.022,         1.457,       -0.0000,        0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   414,    P-2471,   2024/08/30 00:27:24,           1-09,      74,       -39.232,       -66.963,      -433.417,        -3.426,         19238,       0,    1,                                     M54,                                     STD,                 H2O, 1724977919.00,         0.204,         0.166,         0.435,         0.151,        92.257,         0.001,         0.005,         1.476,       103.533,        14.561,         2.565,       126.870,         1.020,         1.405,       -0.0000,       -0.0000,    1,        44.500,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   415,    P-2471,   2024/08/30 00:36:39,           1-09,      75,       -39.223,       -66.965,      -433.424,        -3.416,         19244,       0,    1,                                     M54,                                     STD,                 H2O, 1724978474.01,         0.189,         0.151,         0.350,         0.150,        92.563,         0.000,         0.004,         1.478,       103.595,        14.587,         2.557,       126.583,         1.021,         1.344,        0.0000,       -0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   416,    P-2471,   2024/08/30 00:45:55,           1-09,      76,       -39.278,       -66.987,      -433.367,        -3.460,         19228,       0,    1,                                     M54,                                     STD,                 H2O, 1724979030.17,         0.203,         0.155,         0.338,         0.151,        93.902,        -0.000,         0.003,         1.500,       103.506,        14.414,         2.571,       126.811,         1.020,         1.418,        0.0000,        0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   417,    P-2471,   2024/08/30 00:55:10,           1-09,      77,       -39.235,       -66.962,      -433.448,        -3.430,         19192,       0,    1,                                     M54,                                     STD,                 H2O, 1724979584.69,         0.185,         0.148,         0.285,         0.141,        92.026,        -0.000,         0.002,         1.479,       103.286,        14.497,         2.551,       126.424,         1.021,         1.357,       -0.0000,        0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   418,    P-2471,   2024/08/30 01:04:25,           1-09,      78,       -39.237,       -66.983,      -433.472,        -3.421,         19262,       0,    1,                                     M54,                                     STD,                 H2O, 1724980140.22,         0.232,         0.166,         0.348,         0.168,        91.397,         0.001,         0.003,         1.463,       103.678,        14.488,         2.573,       127.183,         1.021,         1.420,        0.0000,       -0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   419,    P-2471,   2024/08/30 01:13:40,           1-09,      79,       -39.214,       -66.942,      -433.426,        -3.419,         19242,       0,    1,                                     M54,                                     STD,                 H2O, 1724980690.94,         0.197,         0.147,         0.331,         0.147,        92.381,         0.000,         0.003,         1.531,       103.550,        14.609,         2.561,       126.591,         1.021,         1.387,        0.0000,        0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   420,    P-2471,   2024/08/30 01:22:56,           1-09,      80,       -39.224,       -66.977,      -433.502,        -3.411,         19253,       0,    1,                                     M54,                                     STD,                 H2O, 1724981251.08,         0.219,         0.162,         0.396,         0.162,        91.342,         0.000,         0.003,         1.467,       103.639,        14.612,         2.555,       126.720,         1.020,         1.334,        0.0000,       -0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   421,    P-2471,   2024/08/30 01:32:12,           1-09,      81,       -39.266,       -66.989,      -433.487,        -3.446,         19226,       0,    1,                                     M54,                                     STD,                 H2O, 1724981806.25,         0.208,         0.165,         0.348,         0.148,        94.953,         0.000,         0.003,         1.507,       103.463,        14.463,         2.573,       126.917,         1.021,         1.466,        0.0000,        0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   422,    P-2471,   2024/08/30 01:41:27,           1-09,      82,       -39.227,       -66.964,      -433.497,        -3.421,         19239,       0,    1,                                     M54,                                     STD,                 H2O, 1724982362.06,         0.227,         0.164,         0.381,         0.171,        93.645,         0.000,         0.004,         1.500,       103.520,        14.701,         2.554,       126.422,         1.020,         1.344,       -0.0000,       -0.0000,    1,        44.500,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   423,    P-2471,   2024/08/30 01:50:44,           1-09,      83,       -39.245,       -66.986,      -433.448,        -3.427,         19259,       0,    1,                                     M54,                                     STD,                 H2O, 1724982918.82,         0.214,         0.157,         0.403,         0.161,        93.734,         0.001,         0.004,         1.497,       103.594,        14.481,         2.587,       127.497,         1.020,         1.524,       -0.0000,        0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   424,    P-2471,   2024/08/30 02:00:00,           1-09,      84,       -39.289,       -66.996,      -433.456,        -3.466,         19294,       0,    1,                                     M54,                                     STD,                 H2O, 1724983474.78,         0.199,         0.161,         0.296,         0.142,        92.368,        -0.000,         0.002,         1.477,       103.738,        14.656,         2.582,       127.473,         1.020,         1.488,       -0.0000,        0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   425,    P-2471,   2024/08/30 02:09:16,           1-09,      85,       -39.217,       -66.949,      -433.459,        -3.419,         19322,       0,    1,                                     M54,                                     STD,                 H2O, 1724984030.45,         0.218,         0.165,         0.443,         0.162,        95.648,         0.000,         0.004,         1.523,       104.054,        14.561,         2.574,       127.181,         1.021,         1.341,        0.0000,        0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   426,    P-2471,   2024/08/30 02:18:31,           1-09,      86,       -39.275,       -67.027,      -433.577,        -3.434,         19245,       0,    1,                                     M54,                                     STD,                 H2O, 1724984586.73,         0.199,         0.150,         0.321,         0.153,        94.281,        -0.000,         0.002,         1.505,       103.521,        14.672,         2.558,       126.891,         1.021,         1.444,        0.0000,       -0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   427,    P-2471,   2024/08/30 02:27:47,           1-09,      87,       -39.265,       -66.976,      -433.460,        -3.454,         19332,       0,    1,                                     M54,                                     STD,                 H2O, 1724985141.91,         0.226,         0.168,         0.365,         0.159,        94.364,        -0.000,         0.003,         1.503,       104.039,        14.603,         2.589,       127.433,         1.018,         1.468,        0.0000,        0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   428,    P-2471,   2024/08/30 02:37:03,           1-09,      88,       -39.228,       -66.954,      -433.508,        -3.428,         19223,       0,    1,                                     M54,                                     STD,                 H2O, 1724985697.91,         0.193,         0.150,         0.331,         0.143,        91.915,         0.001,         0.003,         1.457,       103.469,        14.584,         2.558,       126.462,         1.023,         1.352,       -0.0000,        0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   429,    P-2471,   2024/08/30 02:46:18,           1-09,      89,       -39.246,       -67.016,      -433.574,        -3.411,         19264,       0,    1,                                     M54,                                     STD,                 H2O, 1724986253.23,         0.213,         0.162,         0.388,         0.153,        91.525,         0.001,         0.004,         1.457,       103.622,        14.600,         2.577,       127.342,         1.020,         1.442,        0.0000,       -0.0001,    1,        44.500,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   430,    P-2471,   2024/08/30 02:55:34,           1-09,      90,       -39.257,       -66.963,      -433.450,        -3.452,         19403,       0,    1,                                     M54,                                     STD,                 H2O, 1724986809.20,         0.208,         0.154,         0.355,         0.157,        90.639,         0.001,         0.004,         1.456,       104.455,        14.582,         2.601,       128.117,         1.021,         1.516,        0.0000,        0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   431,    P-2471,   2024/08/30 03:04:49,           1-09,      91,       -39.271,       -67.029,      -433.557,        -3.430,         19263,       0,    1,                                     M54,                                     STD,                 H2O, 1724987364.20,         0.207,         0.164,         0.360,         0.151,        92.916,         0.000,         0.003,         1.490,       103.679,        14.504,         2.576,       127.107,         1.021,         1.386,       -0.0000,       -0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   432,    P-2471,   2024/08/30 03:14:04,           1-09,      92,       -39.246,       -66.978,      -433.533,        -3.433,         19296,       0,    1,                                     M54,                                     STD,                 H2O, 1724987919.71,         0.220,         0.170,         0.322,         0.159,        92.406,         0.000,         0.003,         1.470,       103.871,        14.552,         2.571,       127.197,         1.020,         1.379,        0.0000,        0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   433,    P-2471,   2024/08/30 03:23:20,           1-09,      93,       -39.246,       -66.991,      -433.543,        -3.425,         19304,       0,    1,                                     M54,                                     STD,                 H2O, 1724988475.67,         0.207,         0.158,         0.395,         0.154,        93.051,         0.001,         0.004,         1.483,       103.895,        14.644,         2.575,       127.119,         1.019,         1.401,        0.0000,       -0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   434,    P-2471,   2024/08/30 03:32:36,           1-09,      94,       -39.259,       -66.985,      -433.535,        -3.442,         19185,       0,    1,                                     M54,                                     STD,                 H2O, 1724989030.92,         0.227,         0.167,         0.307,         0.174,        92.890,        -0.001,         0.002,         1.481,       103.228,        14.412,         2.570,       126.792,         1.021,         1.464,        0.0000,        0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   435,    P-2471,   2024/08/30 03:41:51,           1-09,      95,       -39.190,       -66.951,      -433.602,        -3.390,         19364,       0,    1,                                     M54,                                     STD,                 H2O, 1724989585.88,         0.226,         0.169,         0.379,         0.165,        93.849,         0.000,         0.004,         1.504,       104.286,        14.544,         2.582,       127.780,         1.020,         1.365,       -0.0000,       -0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   436,    P-2471,   2024/08/30 03:51:06,           1-09,      96,       -39.242,       -66.982,      -433.589,        -3.426,         19276,       0,    1,                                     M54,                                     STD,                 H2O, 1724990141.29,         0.214,         0.171,         0.329,         0.157,        94.751,        -0.000,         0.002,         1.513,       103.735,        14.588,         2.572,       127.130,         1.020,         1.402,       -0.0000,       -0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   437,    P-2471,   2024/08/30 04:00:22,           1-09,      97,       -39.257,       -66.977,      -433.549,        -3.444,         19249,       0,    1,                                     M54,                                     STD,                 H2O, 1724990697.17,         0.218,         0.156,         0.353,         0.162,        93.804,        -0.000,         0.003,         1.499,       103.605,        14.558,         2.563,       126.736,         1.019,         1.379,       -0.0000,        0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   438,    P-2471,   2024/08/30 04:09:38,           1-09,      98,       -39.236,       -66.975,      -433.635,        -3.424,         19171,       0,    1,                                     M54,                                     STD,                 H2O, 1724991252.76,         0.203,         0.162,         0.333,         0.151,        92.106,         0.000,         0.002,         1.469,       103.178,        14.534,         2.547,       126.133,         1.020,         1.355,       -0.0000,        0.0000,    1,        44.500,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   439,    P-2471,   2024/08/30 04:18:53,           1-09,      99,       -39.239,       -66.957,      -433.540,        -3.437,         19291,       0,    1,                                     M54,                                     STD,                 H2O, 1724991808.59,         0.213,         0.158,         0.424,         0.164,        93.735,         0.000,         0.004,         1.495,       103.891,        14.497,         2.576,       127.024,         1.021,         1.409,       -0.0000,        0.0000,    1,        44.438,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   440,    P-2471,   2024/08/30 04:28:09,           1-09,     100,       -39.265,       -66.982,      -433.585,        -3.450,         19347,       0,    1,                                     M54,                                     STD,                 H2O, 1724992359.73,         0.198,         0.147,         0.300,         0.151,        91.173,        -0.000,         0.002,         1.516,       104.141,        14.704,         2.580,       127.291,         1.021,         1.427,        0.0000,        0.0000,    1,        44.375,         1,       9,       4,20kPPM_O17_Single_Stroke,       0,       1
   441,    P-2472,   2024/08/30 04:37:25,           1-10,       1,              ,              ,              ,              ,              ,        ,     ,                                     M54,                                     STD,                 H2O,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,     ,              ,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   442,    P-2472,   2024/08/30 04:47:45,           1-10,       2,              ,              ,              ,              ,              ,        ,     ,                                     M54,                                     STD,                 H2O,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,     ,              ,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   443,    P-2472,   2024/08/30 04:58:04,           1-10,       3,       -39.228,       -66.925,      -431.820,        -3.444,         18756,      -1,    1,                                     M54,                                     STD,                 H2O, 1724994159.23,         0.198,         0.151,         0.326,         0.150,        84.370,        -0.000,        -0.001,         1.321,       100.833,        14.208,         2.495,       123.482,         1.022,         1.337,       -0.0000,        0.0000,    1,        44.438,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   444,    P-2472,   2024/08/30 05:07:19,           1-10,       4,       -39.234,       -66.944,      -433.531,        -3.440,         19398,       0,    1,                                     M54,                                     STD,                 H2O, 1724994714.74,         0.213,         0.162,         0.338,         0.159,        86.525,        -0.000,         0.003,         1.378,       104.475,        14.631,         2.583,       127.651,         1.022,         1.384,       -0.0000,        0.0001,    1,        44.438,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   445,    P-2472,   2024/08/30 05:16:35,           1-10,       5,       -39.286,       -67.042,      -433.729,        -3.438,         19275,       0,    1,                                     M54,                                     STD,                 H2O, 1724995270.12,         0.209,         0.162,         0.282,         0.159,        88.286,        -0.000,         0.001,         1.407,       103.754,        14.733,         2.560,       126.444,         1.020,         1.317,        0.0000,        0.0000,    1,        44.438,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   446,    P-2472,   2024/08/30 05:25:51,           1-10,       6,       -39.263,       -67.012,      -433.796,        -3.430,         19289,       0,    1,                                     M54,                                     STD,                 H2O, 1724995826.65,         0.203,         0.150,         0.371,         0.152,        89.247,         0.001,         0.003,         1.424,       103.828,        14.479,         2.581,       127.386,         1.020,         1.445,       -0.0000,       -0.0000,    1,        44.375,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   447,    P-2472,   2024/08/30 05:35:07,           1-10,       7,       -39.242,       -66.987,      -433.833,        -3.424,         19326,       0,    1,                                     M54,                                     STD,                 H2O, 1724996377.54,         0.208,         0.157,         0.336,         0.160,        90.564,         0.000,         0.003,         1.500,       104.122,        14.577,         2.571,       126.948,         1.018,         1.326,        0.0000,        0.0000,    1,        44.438,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   448,    P-2472,   2024/08/30 05:44:23,           1-10,       8,       -39.269,       -67.012,      -433.786,        -3.438,         19236,       0,    1,                                     M54,                                     STD,                 H2O, 1724996938.40,         0.215,         0.161,         0.353,         0.162,        92.025,         0.001,         0.003,         1.462,       103.511,        14.505,         2.570,       126.891,         1.020,         1.422,       -0.0000,        0.0000,    1,        44.438,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   449,    P-2472,   2024/08/30 05:53:39,           1-10,       9,       -39.281,       -67.057,      -433.850,        -3.424,         19319,       0,    1,                                     M54,                                     STD,                 H2O, 1724997493.76,         0.204,         0.165,         0.322,         0.148,        92.494,         0.000,         0.003,         1.463,       103.885,        14.614,         2.591,       127.949,         1.025,         1.518,       -0.0000,       -0.0000,    1,        44.438,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   450,    P-2472,   2024/08/30 06:02:54,           1-10,      10,       -39.274,       -67.022,      -433.829,        -3.437,         19228,       0,    1,                                     M54,                                     STD,                 H2O, 1724998049.22,         0.212,         0.153,         0.359,         0.161,        91.008,         0.000,         0.004,         1.462,       103.525,        14.443,         2.566,       126.662,         1.020,         1.353,       -0.0000,        0.0000,    1,        44.438,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   451,    P-2472,   2024/08/30 06:12:10,           1-10,      11,       -39.283,       -67.004,      -433.762,        -3.456,         19184,       0,    1,                                     M54,                                     STD,                 H2O, 1724998605.12,         0.200,         0.160,         0.342,         0.148,        92.522,         0.000,         0.003,         1.475,       103.298,        14.464,         2.550,       126.030,         1.022,         1.324,        0.0000,        0.0000,    1,        44.438,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   452,    P-2472,   2024/08/30 06:21:26,           1-10,      12,       -39.262,       -67.007,      -433.820,        -3.433,         19266,       0,    1,                                     M54,                                     STD,                 H2O, 1724999160.93,         0.216,         0.165,         0.314,         0.157,        92.627,        -0.000,         0.002,         1.468,       103.695,        14.387,         2.584,       127.416,         1.022,         1.460,       -0.0000,        0.0000,    1,        44.438,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   453,    P-2472,   2024/08/30 06:30:44,           1-10,      13,       -39.286,       -67.059,      -433.942,        -3.429,         19232,       0,    1,                                     M54,                                     STD,                 H2O, 1724999714.80,         0.191,         0.151,         0.324,         0.144,        90.564,         0.000,         0.002,         1.514,       103.430,        14.562,         2.571,       127.048,         1.020,         1.439,        0.0000,       -0.0000,    1,        44.438,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   454,    P-2472,   2024/08/30 06:39:59,           1-10,      14,       -39.248,       -67.033,      -433.950,        -3.403,         19221,       0,    1,                                     M54,                                     STD,                 H2O, 1725000274.09,         0.227,         0.177,         0.364,         0.164,        93.378,         0.001,         0.003,         1.479,       103.426,        14.587,         2.556,       126.740,         1.021,         1.336,       -0.0000,       -0.0000,    1,        44.438,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   455,    P-2472,   2024/08/30 06:49:14,           1-10,      15,       -39.266,       -67.001,      -433.782,        -3.440,         19250,       0,    1,                                     M54,                                     STD,                 H2O, 1725000829.33,         0.212,         0.166,         0.361,         0.156,        91.227,         0.000,         0.003,         1.462,       103.573,        14.523,         2.579,       126.977,         1.021,         1.463,        0.0000,        0.0000,    1,        44.500,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   456,    P-2472,   2024/08/30 06:58:30,           1-10,      16,       -39.273,       -67.043,      -433.939,        -3.424,         19194,       0,    1,                                     M54,                                     STD,                 H2O, 1725001385.22,         0.213,         0.171,         0.378,         0.156,        92.353,         0.000,         0.003,         1.471,       103.214,        14.546,         2.566,       126.921,         1.021,         1.436,       -0.0000,       -0.0000,    1,        44.500,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   457,    P-2472,   2024/08/30 07:07:45,           1-10,      17,       -39.233,       -67.000,      -433.914,        -3.406,         19214,       0,    1,                                     M54,                                     STD,                 H2O, 1725001939.96,         0.198,         0.150,         0.334,         0.151,        93.496,         0.000,         0.003,         1.489,       103.397,        14.708,         2.545,       126.156,         1.020,         1.318,       -0.0000,       -0.0000,    1,        44.438,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   458,    P-2472,   2024/08/30 07:17:01,           1-10,      18,       -39.268,       -67.026,      -433.875,        -3.428,         19200,       0,    1,                                     M54,                                     STD,                 H2O, 1725002495.78,         0.217,         0.174,         0.370,         0.162,        92.130,         0.001,         0.003,         1.466,       103.263,        14.633,         2.559,       126.444,         1.020,         1.407,        0.0000,        0.0000,    1,        44.438,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   459,    P-2472,   2024/08/30 07:26:17,           1-10,      19,       -39.250,       -66.992,      -433.847,        -3.428,         19135,       0,    1,                                     M54,                                     STD,                 H2O, 1725003051.70,         0.231,         0.167,         0.326,         0.176,        93.476,        -0.000,         0.002,         1.489,       102.949,        14.590,         2.543,       125.715,         1.020,         1.334,       -0.0000,        0.0000,    1,        44.438,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   460,    P-2472,   2024/08/30 07:35:33,           1-10,      20,       -39.297,       -67.027,      -433.856,        -3.457,         19200,       0,    1,                                     M54,                                     STD,                 H2O, 1725003608.05,         0.201,         0.146,         0.283,         0.152,        90.793,        -0.000,         0.001,         1.458,       103.289,        14.459,         2.570,       126.753,         1.021,         1.433,       -0.0000,        0.0000,    1,        44.438,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   461,    P-2472,   2024/08/30 07:44:49,           1-10,      21,       -39.213,       -66.986,      -433.925,        -3.393,         19186,       0,    1,                                     M54,                                     STD,                 H2O, 1725004163.93,         0.220,         0.162,         0.367,         0.162,        90.180,         0.001,         0.003,         1.441,       103.314,        14.569,         2.541,       125.800,         1.019,         1.252,       -0.0000,        0.0000,    1,        44.438,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   462,    P-2472,   2024/08/30 07:54:04,           1-10,      22,       -39.271,       -67.014,      -433.854,        -3.438,         19194,       0,    1,                                     M54,                                     STD,                 H2O, 1725004719.33,         0.228,         0.173,         0.340,         0.166,        91.321,         0.000,         0.002,         1.472,       103.256,        14.597,         2.555,       126.404,         1.020,         1.434,        0.0000,        0.0000,    1,        44.500,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
